School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Vista del Lago High,34673300113571,Folsom-Cordova Unified,231,554.0,571.0,552.0,170.0,73.59%
Walnutwood High (Independent Study),34673303430501,Folsom-Cordova Unified,3,,,,,null%
Cordova High,34673303431533,Folsom-Cordova Unified,100,488.0,488.0,466.0,41.0,41%
Folsom High,34673303433216,Folsom-Cordova Unified,300,550.0,573.0,538.0,228.0,76%
Kinney High (Continuation),34673303434792,Folsom-Cordova Unified,1,,,,,null%
Liberty Ranch High,34673550119131,Galt Joint Union High,94,504.0,519.0,496.0,54.0,57.45%
Galt High,34673553433471,Galt Joint Union High,46,462.0,480.0,448.0,15.0,32.61%
Rio Vista High,34674134835302,River Delta Joint Unified,45,477.0,461.0,484.0,16.0,35.56%
Delta High,34674135731708,River Delta Joint Unified,34,486.0,459.0,467.0,11.0,32.35%
New Technology High,34674390101881,Sacramento City Unified,30,450.0,449.0,432.0,8.0,26.67%
George Washington Carver School of Arts and Scienc,34674390101899,Sacramento City Unified,28,548.0,504.0,526.0,16.0,57.14%
The MET,34674390101907,Sacramento City Unified,33,486.0,457.0,468.0,11.0,33.33%
Rosemont High,34674390101972,Sacramento City Unified,96,467.0,488.0,452.0,29.0,30.21%
Sacramento Charter High,34674390102038,Sacramento City Unified,156,410.0,405.0,403.0,11.0,7.05%
Arthur A. Benjamin Health Professions High,34674390108951,Sacramento City Unified,23,447.0,440.0,449.0,8.0,34.78%
School of Engineering & Sciences,34674390114546,Sacramento City Unified,12,448.0,469.0,420.0,2.0,16.67%
American Legion High (Continuation),34674393430154,Sacramento City Unified,1,,,,,null%
Capital City Independent Study,34674393430519,Sacramento City Unified,2,,,,,null%
West Campus,34674393430865,Sacramento City Unified,165,497.0,514.0,500.0,79.0,47.88%
Luther Burbank High,34674393431012,Sacramento City Unified,187,399.0,427.0,397.0,20.0,10.7%
Hiram W. Johnson High,34674393434636,Sacramento City Unified,91,410.0,423.0,401.0,11.0,12.09%
John F. Kennedy High,34674393434768,Sacramento City Unified,236,480.0,505.0,471.0,101.0,42.8%
C. K. McClatchy High,34674393435419,Sacramento City Unified,221,524.0,532.0,512.0,129.0,58.37%
Aspire Alexander Twilight Secondary Academy,34674470121467,San Juan Unified,12,420.0,418.0,403.0,2.0,16.67%
Mesa Verde High,34674473430048,San Juan Unified,54,457.0,434.0,449.0,14.0,25.93%
La Entrada Continuation High,34674473430097,San Juan Unified,3,,,,,null%
El Sereno Alternative Education,34674473430386,San Juan Unified,6,,,,,null%
Bella Vista High,34674473430493,San Juan Unified,242,549.0,562.0,530.0,173.0,71.49%
Options for Youth-San Juan,34674473430691,San Juan Unified,15,451.0,422.0,431.0,4.0,26.67%
Visions In Education,34674473430717,San Juan Unified,43,571.0,527.0,533.0,29.0,67.44%
San Juan Choices Charter,34674473430758,San Juan Unified,1,,,,,null%
Casa Roble Fundamental High,34674473431111,San Juan Unified,137,495.0,491.0,486.0,62.0,45.26%
Del Campo High,34674473432051,San Juan Unified,180,501.0,488.0,489.0,80.0,44.44%
El Camino Fundamental High,34674473432317,San Juan Unified,209,512.0,515.0,496.0,113.0,54.07%
Encina Preparatory High,34674473432838,San Juan Unified,28,391.0,413.0,389.0,3.0,10.71%
Mira Loma High,34674473435930,San Juan Unified,236,594.0,624.0,583.0,189.0,80.08%
Rio Americano High,34674473436714,San Juan Unified,202,539.0,548.0,536.0,131.0,64.85%
San Juan High,34674473438504,San Juan Unified,34,414.0,449.0,420.0,3.0,8.82%
Global Youth Charter,34739730106377,Center Joint Unified,1,,,,,null%
Center High,34739733430378,Center Joint Unified,96,496.0,524.0,466.0,44.0,45.83%
Antelope View Charter,34739733430816,Center Joint Unified,0,,,,,null%
Inderkum High,34752830102236,Natomas Unified,161,459.0,462.0,449.0,44.0,27.33%
Natomas Pacific Pathways Prep,34752830112425,Natomas Unified,85,482.0,496.0,477.0,37.0,43.53%
Natomas High,34752833430584,Natomas Unified,74,459.0,451.0,454.0,26.0,35.14%
Natomas Charter,34752833430659,Natomas Unified,69,528.0,500.0,524.0,36.0,52.17%
Futures High,34765050101832,Twin Rivers Unified,17,457.0,492.0,489.0,6.0,35.29%
Heritage Peak Charter,34765050108415,Twin Rivers Unified,25,478.0,462.0,458.0,9.0,36%
Creative Connections Arts Academy,34765050108795,Twin Rivers Unified,8,,,,,null%
Community Collaborative Charter,34765050108837,Twin Rivers Unified,2,,,,,null%
SAVA: Sacramento Academic and Vocational Academy,34765050114272,Twin Rivers Unified,1,,,,,null%
Highlands Community Charter,34765050130757,Twin Rivers Unified,0,,,,,null%
Elwood J. Keema High,34765053430634,Twin Rivers Unified,0,,,,,null%
Vista Nueva Career and Technology High,34765053430881,Twin Rivers Unified,1,,,,,null%
Foothill High,34765053433265,Twin Rivers Unified,92,446.0,445.0,430.0,22.0,23.91%
Grant Union High,34765053433794,Twin Rivers Unified,208,400.0,401.0,395.0,22.0,10.58%
Highlands High,34765053434370,Twin Rivers Unified,54,435.0,440.0,407.0,11.0,20.37%
Rio Linda High,34765053436979,Twin Rivers Unified,128,449.0,468.0,443.0,38.0,29.69%
San Benito High,35675383537008,San Benito High,266,477.0,472.0,476.0,100.0,37.59%
Anzar High,35752593530060,Aromas/San Juan Unified,39,496.0,506.0,479.0,16.0,41.03%
Alta Vista Public,36675870120592,Adelanto Elementary,2,,,,,null%
Central High (Continuation),36676113630712,Barstow Unified,1,,,,,null%
Barstow High,36676113630803,Barstow Unified,85,451.0,474.0,445.0,24.0,28.24%
Big Bear High,36676373631066,Bear Valley Unified,71,502.0,519.0,491.0,37.0,52.11%
Chaffey District Online High,36676520126243,Chaffey Joint Union High,8,,,,,null%
Alta Loma High,36676523630225,Chaffey Joint Union High,348,482.0,488.0,466.0,130.0,37.36%
Etiwanda High,36676523630373,Chaffey Joint Union High,455,489.0,501.0,478.0,205.0,45.05%
Rancho Cucamonga High,36676523630571,Chaffey Joint Union High,519,493.0,501.0,489.0,236.0,45.47%
Los Osos High,36676523631058,Chaffey Joint Union High,522,523.0,544.0,511.0,307.0,58.81%
Colony High,36676523631157,Chaffey Joint Union High,240,457.0,466.0,450.0,77.0,32.08%
Chaffey High,36676523632205,Chaffey Joint Union High,277,453.0,450.0,445.0,71.0,25.63%
Montclair High,36676523633906,Chaffey Joint Union High,337,438.0,456.0,426.0,75.0,22.26%
Ontario High,36676523634482,Chaffey Joint Union High,282,428.0,458.0,428.0,61.0,21.63%
Valley View High (Continuation),36676523637659,Chaffey Joint Union High,1,,,,,null%
Don Antonio Lugo High,36676783630035,Chino Valley Unified,142,468.0,462.0,461.0,44.0,30.99%
Ruben S. Ayala High,36676783630522,Chino Valley Unified,464,513.0,542.0,510.0,273.0,58.84%
Chino Hills High,36676783631017,Chino Valley Unified,516,508.0,531.0,508.0,288.0,55.81%
Buena Vista Continuation High,36676783631769,Chino Valley Unified,1,,,,,null%
Chino High,36676783632502,Chino Valley Unified,235,456.0,460.0,452.0,70.0,29.79%
Grand Terrace High School at the Ray Abril Jr. Edu,36676860125500,Colton Joint Unified,184,451.0,451.0,441.0,44.0,23.91%
Washington High,36676863630399,Colton Joint Unified,0,,,,,null%
Bloomington High,36676863631322,Colton Joint Unified,177,432.0,442.0,430.0,40.0,22.6%
Colton High,36676863632742,Colton Joint Unified,131,427.0,452.0,428.0,24.0,18.32%
Summit High,36677100108191,Fontana Unified,326,439.0,439.0,425.0,62.0,19.02%
Jurupa Hills High,36677100120758,Fontana Unified,282,437.0,436.0,424.0,61.0,21.63%
Fontana A. B. Miller High,36677103630555,Fontana Unified,185,448.0,447.0,432.0,42.0,22.7%
Henry J. Kaiser High,36677103630902,Fontana Unified,236,425.0,427.0,417.0,28.0,11.86%
Fontana High,36677103633302,Fontana Unified,221,435.0,448.0,429.0,47.0,21.27%
Academy of Careers and Exploration,36677360116723,Helendale Elementary,17,454.0,495.0,462.0,7.0,41.18%
Empire Springs Charter,36677360128439,Helendale Elementary,0,,,,,null%
Independence Charter Academy,36677360130948,Helendale Elementary,0,,,,,null%
Alta Vista South Public Charter,36677360131151,Helendale Elementary,0,,,,,null%
Hope Academy Charter,36677770124214,Morongo Unified,1,,,,,null%
Twentynine Palms High,36677773636743,Morongo Unified,72,486.0,503.0,478.0,31.0,43.06%
Yucca Valley High,36677773638616,Morongo Unified,79,493.0,497.0,494.0,40.0,50.63%
Needles High,36678013634169,Needles Unified,16,446.0,453.0,409.0,5.0,31.25%
Mojave River Academy,36678270111807,Oro Grande Elementary,8,,,,,null%
Riverside Preparatory,36678270113928,Oro Grande Elementary,99,460.0,452.0,447.0,28.0,28.28%
Citrus Valley High,36678430118802,Redlands Unified,293,488.0,492.0,473.0,135.0,46.08%
Redlands eAcademy,36678430127837,Redlands Unified,5,,,,,null%
Redlands East Valley High,36678433630779,Redlands Unified,256,506.0,511.0,498.0,134.0,52.34%
Grove,36678433630928,Redlands Unified,28,552.0,506.0,535.0,17.0,60.71%
Redlands Senior High,36678433635042,Redlands Unified,262,523.0,538.0,515.0,150.0,57.25%
Wilmer Amina Carter High,36678500102830,Rialto Unified,265,429.0,436.0,436.0,48.0,18.11%
Zupanic High,36678503630530,Rialto Unified,1,,,,,null%
Rialto High,36678503630597,Rialto Unified,296,428.0,437.0,421.0,54.0,18.24%
Eisenhower Senior High,36678503633005,Rialto Unified,210,433.0,456.0,427.0,42.0,20%
Rim of the World Senior High,36678683635265,Rim of the World Unified,118,506.0,496.0,484.0,57.0,48.31%
ASA Charter,36678760107730,San Bernardino City Unified,1,,,,,null%
Public Safety Academy,36678760109850,San Bernardino City Unified,9,,,,,null%
Options for Youth-San Bernardino,36678760120568,San Bernardino City Unified,23,456.0,436.0,457.0,3.0,13.04%
Indian Springs High,36678760125450,San Bernardino City Unified,116,404.0,404.0,400.0,11.0,9.48%
San Andreas High,36678763630308,San Bernardino City Unified,1,,,,,null%
Alternative Learning Center,36678763630548,San Bernardino City Unified,0,,,,,null%
Provisional Accelerated Learning Academy,36678763630993,San Bernardino City Unified,0,,,,,null%
Arroyo Valley High,36678763631082,San Bernardino City Unified,243,415.0,423.0,406.0,39.0,16.05%
Middle College High,36678763631090,San Bernardino City Unified,60,466.0,477.0,469.0,17.0,28.33%
Cajon High,36678763632221,San Bernardino City Unified,330,465.0,467.0,456.0,107.0,32.42%
Pacific High,36678763634680,San Bernardino City Unified,156,415.0,426.0,403.0,20.0,12.82%
San Bernardino High,36678763635844,San Bernardino City Unified,159,424.0,426.0,415.0,25.0,15.72%
San Gorgonio High,36678763636081,San Bernardino City Unified,167,426.0,434.0,424.0,37.0,22.16%
Trona High,36678923636487,Trona Joint Unified,4,,,,,null%
University Preparatory,36679340110064,Victor Valley Union High,164,500.0,507.0,500.0,83.0,50.61%
Adelanto High,36679340125419,Victor Valley Union High,111,423.0,418.0,421.0,15.0,13.51%
Goodwill High,36679343630100,Victor Valley Union High,1,,,,,null%
Options for Youth-Victorville Charter,36679343630670,Victor Valley Union High,69,436.0,409.0,419.0,8.0,11.59%
Excelsior Charter,36679343630761,Victor Valley Union High,74,511.0,475.0,473.0,31.0,41.89%
Silverado High,36679343630787,Victor Valley Union High,204,431.0,431.0,422.0,36.0,17.65%
Victor Valley High,36679343638012,Victor Valley Union High,130,430.0,442.0,428.0,22.0,16.92%
Green Valley High,36679593633351,Yucaipa-Calimesa Joint Unified,1,,,,,null%
Yucaipa High,36679593638509,Yucaipa-Calimesa Joint Unified,267,482.0,489.0,481.0,110.0,41.2%
Baker High,36738583630076,Baker Valley Unified,6,,,,,null%
Silver Valley High,36738903630274,Silver Valley Unified,32,507.0,497.0,486.0,15.0,46.88%
Silver Valley Academy,36738903631199,Silver Valley Unified,1,,,,,null%
Serrano High,36739573630233,Snowline Joint Unified,179,503.0,508.0,493.0,92.0,51.4%
Snowline Virtual,36739573630589,Snowline Joint Unified,2,,,,,null%
Summit Leadership Academy-High Desert,36750440107516,Hesperia Unified,17,394.0,388.0,370.0,0.0,0%
Mirus Secondary,36750440114389,Hesperia Unified,1,,,,,null%
Encore Jr./Sr. High School for the Performing and,36750440116707,Hesperia Unified,40,491.0,464.0,486.0,18.0,45%
Oak Hills High,36750440119115,Hesperia Unified,227,456.0,461.0,450.0,69.0,30.4%
Hesperia High,36750443630407,Hesperia Unified,143,440.0,432.0,434.0,29.0,20.28%
Sultana High,36750443630746,Hesperia Unified,184,459.0,461.0,448.0,50.0,27.17%
Shadow Ridge,36750443630811,Hesperia Unified,3,,,,,null%
Sky Mountain Charter,36750510115089,Lucerne Valley Unified,7,,,,,null%
Lucerne Valley High,36750513630563,Lucerne Valley Unified,13,400.0,395.0,397.0,0.0,0%
Upland High,36750693637584,Upland Unified,415,495.0,505.0,490.0,187.0,45.06%
Apple Valley High,36750773630423,Apple Valley Unified,169,481.0,473.0,471.0,65.0,38.46%
Granite Hills High,36750773630894,Apple Valley Unified,133,488.0,468.0,479.0,59.0,44.36%
High Desert Premier Academy,36750773631009,Apple Valley Unified,0,,,,,null%
Academy for Academic Excellence,36750773631207,Apple Valley Unified,57,524.0,494.0,505.0,31.0,54.39%
San Pasqual Academy,37103710115998,San Diego County Office of Education,12,395.0,373.0,363.0,1.0,8.33%
Monarch,37103710120493,San Diego County Office of Education,9,,,,,null%
Literacy First Charter,37103716119119,San Diego County Office of Education,0,,,,,null%
Juan Bautista de Anza,37679830117887,Borrego Springs Unified,0,,,,,null%
Diego Springs Academy,37679830131144,Borrego Springs Unified,0,,,,,null%
Borrego Springs High,37679833730447,Borrego Springs Unified,16,459.0,445.0,434.0,3.0,18.75%
Coronado Pathways Charter,37680310126110,Coronado Unified,2,,,,,null%
Coronado High,37680313731478,Coronado Unified,245,543.0,549.0,532.0,168.0,68.57%
Diego Hills Charter,37680490119990,Dehesa Elementary,7,,,,,null%
Dehesa Charter,37680496119564,Dehesa Elementary,17,588.0,496.0,529.0,11.0,64.71%
Classical Academy High,37681060111195,Escondido Union High,112,568.0,557.0,548.0,84.0,75%
San Pasqual High,37681063730058,Escondido Union High,244,530.0,540.0,522.0,165.0,67.62%
Escondido Charter High,37681063731023,Escondido Union High,105,533.0,536.0,513.0,67.0,63.81%
Escondido High,37681063732062,Escondido Union High,219,484.0,480.0,465.0,94.0,42.92%
Orange Glen High,37681063735313,Escondido Union High,200,445.0,445.0,435.0,40.0,20%
Oasis High (Alternative),37681223730967,Fallbrook Union High,7,,,,,null%
Fallbrook High,37681223732179,Fallbrook Union High,228,489.0,498.0,474.0,91.0,39.91%
Valhalla High,37681303730066,Grossmont Union High,220,528.0,540.0,516.0,144.0,65.45%
West Hills High,37681303730702,Grossmont Union High,207,508.0,529.0,494.0,113.0,54.59%
Steele Canyon High,37681303731262,Grossmont Union High,284,502.0,504.0,492.0,135.0,47.54%
Grossmont Middle College High,37681303731536,Grossmont Union High,40,552.0,534.0,525.0,26.0,65%
El Cajon Valley High,37681303731692,Grossmont Union High,107,443.0,456.0,455.0,37.0,34.58%
El Capitan High,37681303731809,Grossmont Union High,122,475.0,484.0,463.0,42.0,34.43%
Granite Hills High,37681303732336,Grossmont Union High,258,500.0,519.0,490.0,134.0,51.94%
Grossmont High,37681303732625,Grossmont Union High,227,507.0,507.0,490.0,102.0,44.93%
Helix High,37681303732732,Grossmont Union High,337,475.0,491.0,464.0,125.0,37.09%
Monte Vista High,37681303734548,Grossmont Union High,148,459.0,473.0,443.0,40.0,27.03%
Mount Miguel High,37681303734761,Grossmont Union High,115,420.0,446.0,414.0,15.0,13.04%
Santana High,37681303737905,Grossmont Union High,147,509.0,527.0,501.0,81.0,55.1%
Greater San Diego Academy,37681556117303,Jamul-Dulzura Union Elementary,4,,,,,null%
Diego Valley Charter,37681630124271,Julian Union Elementary,1,,,,,null%
Julian Charter,37681633731239,Julian Union Elementary,56,534.0,509.0,517.0,33.0,58.93%
Julian High,37681713733219,Julian Union High,8,,,,,null%
National University Academy,37681890118323,Lakeside Union Elementary,0,,,,,null%
River Valley Charter,37681893731072,Lakeside Union Elementary,37,556.0,546.0,555.0,29.0,78.38%
San Diego Virtual,37682130123224,Mountain Empire Unified,5,,,,,null%
Pivot Charter School - San Diego,37682130123240,Mountain Empire Unified,4,,,,,null%
Academy of Arts and Sciences: El Cajon Middle and,37682130127050,Mountain Empire Unified,0,,,,,null%
Academy of Arts and Sciences: Del Mar Middle & Hig,37682130127084,Mountain Empire Unified,0,,,,,null%
Mountain Empire High,37682133734878,Mountain Empire Unified,32,468.0,470.0,466.0,15.0,46.88%
Del Norte High,37682960118935,Poway Unified,350,566.0,594.0,565.0,264.0,75.43%
Mt. Carmel High,37682963730074,Poway Unified,345,551.0,568.0,536.0,243.0,70.43%
Rancho Bernardo High,37682963730819,Poway Unified,356,563.0,593.0,559.0,268.0,75.28%
Westview High,37682963731528,Poway Unified,438,583.0,608.0,581.0,343.0,78.31%
Abraxas Continuation High,37682963735842,Poway Unified,1,,,,,null%
Poway High,37682963735867,Poway Unified,333,557.0,571.0,552.0,248.0,74.47%
Future Bound Independent Study Secondary,37683040102178,Ramona City Unified,0,,,,,null%
Mountain Valley Academy,37683040131250,Ramona City Unified,0,,,,,null%
Ramona High,37683043735974,Ramona City Unified,163,516.0,530.0,501.0,100.0,61.35%
High Tech High International,37683380106732,San Diego Unified,94,488.0,499.0,477.0,43.0,45.74%
Learning Choice Academy,37683380106799,San Diego Unified,9,,,,,null%
San Diego International Studies,37683380107029,San Diego Unified,148,531.0,529.0,523.0,87.0,58.78%
San Diego Business/Leadership,37683380107052,San Diego Unified,103,406.0,410.0,402.0,11.0,10.68%
San Diego MVP Arts,37683380107060,San Diego Unified,34,401.0,393.0,405.0,4.0,11.76%
Kearny Digital Media & Design,37683380107078,San Diego Unified,45,490.0,452.0,482.0,16.0,35.56%
Kearny SCT,37683380107086,San Diego Unified,54,464.0,493.0,452.0,20.0,37.04%
Kearny International Business,37683380107094,San Diego Unified,54,455.0,471.0,450.0,15.0,27.78%
"Kearny Eng, Innov & Design",37683380107102,San Diego Unified,34,436.0,438.0,426.0,5.0,14.71%
Crawford High,37683380107177,San Diego Unified,105,380.0,411.0,380.0,11.0,10.48%
San Diego Science and Technology,37683380107219,San Diego Unified,56,432.0,428.0,423.0,10.0,17.86%
San Diego Metro Career and Tech,37683380107482,San Diego Unified,15,480.0,462.0,489.0,8.0,53.33%
High Tech High Media Arts,37683380108787,San Diego Unified,88,485.0,480.0,457.0,35.0,39.77%
Lincoln High,37683380114025,San Diego Unified,170,386.0,411.0,389.0,10.0,5.88%
Health Sciences High,37683380114462,San Diego Unified,105,447.0,437.0,422.0,21.0,20%
Arroyo Paseo Charter High,37683380114520,San Diego Unified,10,,,,,null%
San Diego Early/Middle College,37683380118315,San Diego Unified,22,529.0,517.0,483.0,11.0,50%
King-Chavez Community High,37683380118851,San Diego Unified,90,375.0,382.0,369.0,2.0,2.22%
Gompers Preparatory Academy,37683380119610,San Diego Unified,96,367.0,357.0,363.0,4.0,4.17%
iHigh Virtual Academy,37683380120410,San Diego Unified,9,,,,,null%
Coleman Tech Charter High,37683380122788,San Diego Unified,20,503.0,492.0,453.0,9.0,45%
Home & Hosp/Transition Support,37683380126938,San Diego Unified,0,,,,,null%
Laurel Preparatory Academy,37683380128744,San Diego Unified,2,,,,,null%
John Muir,37683383730116,San Diego Unified,7,,,,,null%
Serra High,37683383730173,San Diego Unified,312,457.0,480.0,452.0,114.0,36.54%
Mira Mesa High,37683383730181,San Diego Unified,370,499.0,525.0,480.0,184.0,49.73%
Twain High,37683383730231,San Diego Unified,1,,,,,null%
University City High,37683383730314,San Diego Unified,337,516.0,525.0,501.0,179.0,53.12%
San Diego SCPA,37683383730371,San Diego Unified,128,494.0,474.0,484.0,51.0,39.84%
Mt. Everest Academy,37683383730751,San Diego Unified,15,533.0,531.0,521.0,9.0,60%
Scripps Ranch High,37683383730884,San Diego Unified,431,565.0,594.0,564.0,327.0,75.87%
Charter School of San Diego,37683383730959,San Diego Unified,30,498.0,443.0,479.0,13.0,43.33%
Preuss School UCSD,37683383731189,San Diego Unified,107,512.0,539.0,520.0,68.0,63.55%
Clairemont High,37683383731213,San Diego Unified,107,486.0,485.0,473.0,48.0,44.86%
High Tech High,37683383731247,San Diego Unified,122,505.0,503.0,477.0,55.0,45.08%
Audeo Charter,37683383731395,San Diego Unified,12,499.0,451.0,483.0,4.0,33.33%
Henry High,37683383732781,San Diego Unified,356,520.0,533.0,495.0,204.0,57.3%
Hoover High,37683383732997,San Diego Unified,215,408.0,427.0,411.0,27.0,12.56%
La Jolla High,37683383733508,San Diego Unified,256,567.0,591.0,554.0,191.0,74.61%
Madison High,37683383733698,San Diego Unified,146,450.0,455.0,443.0,42.0,28.77%
Mission Bay High,37683383734431,San Diego Unified,128,437.0,446.0,430.0,28.0,21.88%
Morse High,37683383734654,San Diego Unified,188,456.0,487.0,455.0,70.0,37.23%
Point Loma High,37683383735750,San Diego Unified,311,523.0,521.0,506.0,175.0,56.27%
Canyon Crest Academy,37683460106328,San Dieguito Union High,328,611.0,626.0,611.0,299.0,91.16%
Torrey Pines High,37683463730033,San Dieguito Union High,492,612.0,639.0,617.0,432.0,87.8%
North Coast Alternative High,37683463730769,San Dieguito Union High,1,,,,,null%
La Costa Canyon High,37683463731007,San Dieguito Union High,357,542.0,574.0,542.0,264.0,73.95%
Sunset High (Continuation),37683463737384,San Dieguito Union High,4,,,,,null%
San Dieguito High Academy,37683463737418,San Dieguito Union High,240,562.0,580.0,553.0,179.0,74.58%
Insight @ San Diego,37684030125401,Spencer Valley Elementary,5,,,,,null%
California Virtual Academy @ San Diego,37684036120893,Spencer Valley Elementary,29,562.0,538.0,517.0,22.0,75.86%
Olympian High,37684110111831,Sweetwater Union High,290,495.0,500.0,476.0,130.0,44.83%
Southwest Senior High,37684113730124,Sweetwater Union High,131,441.0,447.0,437.0,26.0,19.85%
Bonita Vista Senior High,37684113730405,Sweetwater Union High,318,503.0,512.0,484.0,150.0,47.17%
Castle Park Senior High,37684113730801,Sweetwater Union High,140,449.0,449.0,426.0,33.0,23.57%
Eastlake High,37684113730843,Sweetwater Union High,487,507.0,520.0,498.0,261.0,53.59%
Chula Vista Senior High,37684113731064,Sweetwater Union High,271,460.0,461.0,441.0,74.0,27.31%
Options Secondary,37684113731155,Sweetwater Union High,2,,,,,null%
MAAC Community Charter,37684113731304,Sweetwater Union High,0,,,,,null%
Alta Vista Academy,37684113731460,Sweetwater Union High,1,,,,,null%
San Ysidro High,37684113731502,Sweetwater Union High,229,444.0,462.0,431.0,57.0,24.89%
Otay Ranch Senior High,37684113731627,Sweetwater Union High,404,493.0,498.0,474.0,172.0,42.57%
Hilltop Senior High,37684113732849,Sweetwater Union High,234,481.0,472.0,458.0,74.0,31.62%
Mar Vista Senior High,37684113733953,Sweetwater Union High,121,479.0,481.0,462.0,47.0,38.84%
Sweetwater High,37684113738226,Sweetwater Union High,285,437.0,459.0,437.0,66.0,23.16%
Montgomery Senior High,37684113738234,Sweetwater Union High,157,451.0,450.0,438.0,37.0,23.57%
RAI Online Charter,37684370101220,Vallecitos Elementary,5,,,,,null%
Taylion San Diego Academy,37684370128470,Vallecitos Elementary,1,,,,,null%
SIATech,37684520106120,Vista Unified,0,,,,,null%
North County Trade Tech High,37684520114264,Vista Unified,0,,,,,null%
Mission Vista High,37684520118430,Vista Unified,234,516.0,507.0,501.0,123.0,52.56%
Guajome Learning Center,37684520124917,Vista Unified,1,,,,,null%
Vista Visions Academy,37684520126300,Vista Unified,0,,,,,null%
Rancho Buena Vista High,37684523730728,Vista Unified,255,501.0,518.0,495.0,138.0,54.12%
Guajome Park Academy Charter,37684523730942,Vista Unified,49,541.0,523.0,531.0,25.0,51.02%
Vista High,37684523738705,Vista Unified,241,493.0,496.0,475.0,102.0,42.32%
Carlsbad High,37735513730694,Carlsbad Unified,414,555.0,564.0,538.0,298.0,71.98%
Carlsbad Seaside Academy,37735513731163,Carlsbad Unified,0,,,,,null%
Pacific View Charter,37735693731221,Oceanside Unified,5,,,,,null%
Oceanside High,37735693735206,Oceanside Unified,159,472.0,505.0,454.0,64.0,40.25%
El Camino High,37735693739018,Oceanside Unified,345,500.0,511.0,486.0,173.0,50.14%
Ocean Shores High (Continuation),37735693739026,Oceanside Unified,1,,,,,null%
Mission Hills High,37737910105726,San Marcos Unified,345,508.0,497.0,495.0,167.0,48.41%
Bayshore Preparatory Charter,37737910109785,San Marcos Unified,5,,,,,null%
Twin Oaks High,37737913730215,San Marcos Unified,1,,,,,null%
Foothills High,37737913730793,San Marcos Unified,3,,,,,null%
San Marcos High,37737913737632,San Marcos Unified,357,523.0,525.0,508.0,208.0,58.26%
Warner Junior/Senior High,37754163730975,Warner Unified,6,,,,,null%
Valley Center High,37756143731114,Valley Center-Pauma Unified,128,489.0,499.0,474.0,54.0,42.19%
Valley Center Prep,37756143731601,Valley Center-Pauma Unified,3,,,,,null%
High Tech High Chula Vista,37764710114678,SBC - High Tech High,136,478.0,469.0,471.0,46.0,33.82%
High Tech High North County,37764710114694,SBC - High Tech High,112,516.0,503.0,511.0,56.0,50%
S.F. County Opportunity (Hilltop),38103893830395,San Francisco County Office of Education,0,,,,,null%
Five Keys Charter (SF Sheriff's),38684780101774,San Francisco Unified,0,,,,,null%
Jordan (June) School for Equity,38684780102103,San Francisco Unified,4,,,,,null%
City Arts and Tech High,38684780107300,San Francisco Unified,85,410.0,413.0,395.0,11.0,12.94%
Five Keys Adult School (SF Sheriff's),38684780118133,San Francisco Unified,0,,,,,null%
Five Keys Independence HS (SF Sheriff's),38684780118141,San Francisco Unified,0,,,,,null%
S.F. International High,38684780119875,San Francisco Unified,66,321.0,450.0,318.0,3.0,4.55%
Academy of Arts and Sciences,38684780119958,San Francisco Unified,44,447.0,413.0,456.0,9.0,20.45%
Gateway to College,38684780128876,San Francisco Unified,0,,,,,null%
Wells (Ida B.) High,38684783830031,San Francisco Unified,1,,,,,null%
Downtown High,38684783830064,San Francisco Unified,1,,,,,null%
Independence High,38684783830197,San Francisco Unified,16,546.0,459.0,504.0,6.0,37.5%
Wallenberg (Raoul) Traditional High,38684783830205,San Francisco Unified,113,468.0,514.0,456.0,47.0,41.59%
Burton (Phillip and Sala) Academic High,38684783830254,San Francisco Unified,170,443.0,480.0,431.0,56.0,32.94%
Balboa High,38684783830288,San Francisco Unified,184,467.0,504.0,467.0,79.0,42.93%
International Studies Academy,38684783830353,San Francisco Unified,25,430.0,423.0,409.0,5.0,20%
"Asawa (Ruth) San Francisco School of the Arts, A P",38684783830387,San Francisco Unified,107,577.0,541.0,553.0,77.0,71.96%
Marshall (Thurgood) High,38684783830403,San Francisco Unified,76,364.0,445.0,364.0,10.0,13.16%
Leadership High,38684783830411,San Francisco Unified,57,399.0,390.0,408.0,8.0,14.04%
Gateway High,38684783830437,San Francisco Unified,93,495.0,491.0,483.0,43.0,46.24%
Galileo High,38684783831765,San Francisco Unified,356,445.0,510.0,444.0,128.0,35.96%
Lincoln (Abraham) High,38684783833241,San Francisco Unified,331,468.0,529.0,461.0,151.0,45.62%
Lowell High,38684783833407,San Francisco Unified,645,595.0,636.0,594.0,561.0,86.98%
Mission High,38684783834082,San Francisco Unified,169,400.0,464.0,399.0,40.0,23.67%
O'Connell (John) High,38684783834769,San Francisco Unified,48,412.0,418.0,409.0,6.0,12.5%
Washington (George) High,38684783839081,San Francisco Unified,365,464.0,529.0,462.0,172.0,47.12%
San Francisco Flex Academy,38767030121814,SBE - San Francisco Flex Academy,15,501.0,509.0,502.0,8.0,53.33%
one.Charter,39103970120717,San Joaquin County Office of Education,0,,,,,null%
San Joaquin Building Futures Academy,39103970121723,San Joaquin County Office of Education,0,,,,,null%
