School Name,School Code,District Name,Number of Test Takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Pleasant Grove High,34673140108753,Elk Grove Unified,363,530,563,513,240,66.12%
Cosumnes Oaks High,34673140116897,Elk Grove Unified,309,508,514,491,156,50.49%
Valley High,34673143430170,Elk Grove Unified,184,427,433,426,40,21.74%
Las Flores High (Alternative),34673143430352,Elk Grove Unified,0,null,null,null,null,null%
Florin High,34673143430477,Elk Grove Unified,157,425,449,420,30,19.11%
Laguna Creek High,34673143430592,Elk Grove Unified,257,494,505,483,122,47.47%
Sheldon High,34673143430618,Elk Grove Unified,279,486,500,472,110,39.43%
Franklin High,34673143430873,Elk Grove Unified,511,514,536,512,289,56.56%
Elk Grove High,34673143432572,Elk Grove Unified,231,501,527,493,123,53.25%
Elk Grove Charter,34673146112254,Elk Grove Unified,4,null,null,null,null,null%
Vista del Lago High,34673300113571,Folsom-Cordova Unified,231,554,571,552,170,73.59%
Walnutwood High (Independent Study),34673303430501,Folsom-Cordova Unified,3,null,null,null,null,null%
Cordova High,34673303431533,Folsom-Cordova Unified,100,488,488,466,41,41%
Folsom High,34673303433216,Folsom-Cordova Unified,300,550,573,538,228,76%
Kinney High (Continuation),34673303434792,Folsom-Cordova Unified,1,null,null,null,null,null%
Liberty Ranch High,34673550119131,Galt Joint Union High,94,504,519,496,54,57.45%
Galt High,34673553433471,Galt Joint Union High,46,462,480,448,15,32.61%
Rio Vista High,34674134835302,River Delta Joint Unified,45,477,461,484,16,35.56%
Delta High,34674135731708,River Delta Joint Unified,34,486,459,467,11,32.35%
New Technology High,34674390101881,Sacramento City Unified,30,450,449,432,8,26.67%
George Washington Carver School of Arts and Scienc,34674390101899,Sacramento City Unified,28,548,504,526,16,57.14%
The MET,34674390101907,Sacramento City Unified,33,486,457,468,11,33.33%
Rosemont High,34674390101972,Sacramento City Unified,96,467,488,452,29,30.21%
Sacramento Charter High,34674390102038,Sacramento City Unified,156,410,405,403,11,7.05%
Arthur A. Benjamin Health Professions High,34674390108951,Sacramento City Unified,23,447,440,449,8,34.78%
School of Engineering & Sciences,34674390114546,Sacramento City Unified,12,448,469,420,2,16.67%
American Legion High (Continuation),34674393430154,Sacramento City Unified,1,null,null,null,null,null%
Capital City Independent Study,34674393430519,Sacramento City Unified,2,null,null,null,null,null%
West Campus,34674393430865,Sacramento City Unified,165,497,514,500,79,47.88%
Luther Burbank High,34674393431012,Sacramento City Unified,187,399,427,397,20,10.7%
Hiram W. Johnson High,34674393434636,Sacramento City Unified,91,410,423,401,11,12.09%
John F. Kennedy High,34674393434768,Sacramento City Unified,236,480,505,471,101,42.8%
C. K. McClatchy High,34674393435419,Sacramento City Unified,221,524,532,512,129,58.37%
Aspire Alexander Twilight Secondary Academy,34674470121467,San Juan Unified,12,420,418,403,2,16.67%
Mesa Verde High,34674473430048,San Juan Unified,54,457,434,449,14,25.93%
La Entrada Continuation High,34674473430097,San Juan Unified,3,null,null,null,null,null%
El Sereno Alternative Education,34674473430386,San Juan Unified,6,null,null,null,null,null%
Bella Vista High,34674473430493,San Juan Unified,242,549,562,530,173,71.49%
Options for Youth-San Juan,34674473430691,San Juan Unified,15,451,422,431,4,26.67%
Visions In Education,34674473430717,San Juan Unified,43,571,527,533,29,67.44%
San Juan Choices Charter,34674473430758,San Juan Unified,1,null,null,null,null,null%
Casa Roble Fundamental High,34674473431111,San Juan Unified,137,495,491,486,62,45.26%
Del Campo High,34674473432051,San Juan Unified,180,501,488,489,80,44.44%
El Camino Fundamental High,34674473432317,San Juan Unified,209,512,515,496,113,54.07%
Encina Preparatory High,34674473432838,San Juan Unified,28,391,413,389,3,10.71%
Mira Loma High,34674473435930,San Juan Unified,236,594,624,583,189,80.08%
Rio Americano High,34674473436714,San Juan Unified,202,539,548,536,131,64.85%
San Juan High,34674473438504,San Juan Unified,34,414,449,420,3,8.82%
Global Youth Charter,34739730106377,Center Joint Unified,1,null,null,null,null,null%
Center High,34739733430378,Center Joint Unified,96,496,524,466,44,45.83%
Antelope View Charter,34739733430816,Center Joint Unified,0,null,null,null,null,null%
Inderkum High,34752830102236,Natomas Unified,161,459,462,449,44,27.33%
Natomas Pacific Pathways Prep,34752830112425,Natomas Unified,85,482,496,477,37,43.53%
Natomas High,34752833430584,Natomas Unified,74,459,451,454,26,35.14%
Natomas Charter,34752833430659,Natomas Unified,69,528,500,524,36,52.17%
Futures High,34765050101832,Twin Rivers Unified,17,457,492,489,6,35.29%
Heritage Peak Charter,34765050108415,Twin Rivers Unified,25,478,462,458,9,36%
Creative Connections Arts Academy,34765050108795,Twin Rivers Unified,8,null,null,null,null,null%
Community Collaborative Charter,34765050108837,Twin Rivers Unified,2,null,null,null,null,null%
SAVA: Sacramento Academic and Vocational Academy,34765050114272,Twin Rivers Unified,1,null,null,null,null,null%
Highlands Community Charter,34765050130757,Twin Rivers Unified,0,null,null,null,null,null%
Elwood J. Keema High,34765053430634,Twin Rivers Unified,0,null,null,null,null,null%
Vista Nueva Career and Technology High,34765053430881,Twin Rivers Unified,1,null,null,null,null,null%
Foothill High,34765053433265,Twin Rivers Unified,92,446,445,430,22,23.91%
Grant Union High,34765053433794,Twin Rivers Unified,208,400,401,395,22,10.58%
Highlands High,34765053434370,Twin Rivers Unified,54,435,440,407,11,20.37%
Rio Linda High,34765053436979,Twin Rivers Unified,128,449,468,443,38,29.69%
San Benito High,35675383537008,San Benito High,266,477,472,476,100,37.59%
Anzar High,35752593530060,Aromas/San Juan Unified,39,496,506,479,16,41.03%
Alta Vista Public,36675870120592,Adelanto Elementary,2,null,null,null,null,null%
Central High (Continuation),36676113630712,Barstow Unified,1,null,null,null,null,null%
Barstow High,36676113630803,Barstow Unified,85,451,474,445,24,28.24%
Big Bear High,36676373631066,Bear Valley Unified,71,502,519,491,37,52.11%
Chaffey District Online High,36676520126243,Chaffey Joint Union High,8,null,null,null,null,null%
Alta Loma High,36676523630225,Chaffey Joint Union High,348,482,488,466,130,37.36%
Etiwanda High,36676523630373,Chaffey Joint Union High,455,489,501,478,205,45.05%
Rancho Cucamonga High,36676523630571,Chaffey Joint Union High,519,493,501,489,236,45.47%
Los Osos High,36676523631058,Chaffey Joint Union High,522,523,544,511,307,58.81%
Colony High,36676523631157,Chaffey Joint Union High,240,457,466,450,77,32.08%
Chaffey High,36676523632205,Chaffey Joint Union High,277,453,450,445,71,25.63%
Montclair High,36676523633906,Chaffey Joint Union High,337,438,456,426,75,22.26%
Ontario High,36676523634482,Chaffey Joint Union High,282,428,458,428,61,21.63%
Valley View High (Continuation),36676523637659,Chaffey Joint Union High,1,null,null,null,null,null%
Don Antonio Lugo High,36676783630035,Chino Valley Unified,142,468,462,461,44,30.99%
Ruben S. Ayala High,36676783630522,Chino Valley Unified,464,513,542,510,273,58.84%
Chino Hills High,36676783631017,Chino Valley Unified,516,508,531,508,288,55.81%
Buena Vista Continuation High,36676783631769,Chino Valley Unified,1,null,null,null,null,null%
Chino High,36676783632502,Chino Valley Unified,235,456,460,452,70,29.79%
Grand Terrace High School at the Ray Abril Jr. Edu,36676860125500,Colton Joint Unified,184,451,451,441,44,23.91%
Washington High,36676863630399,Colton Joint Unified,0,null,null,null,null,null%
Bloomington High,36676863631322,Colton Joint Unified,177,432,442,430,40,22.6%
Colton High,36676863632742,Colton Joint Unified,131,427,452,428,24,18.32%
Summit High,36677100108191,Fontana Unified,326,439,439,425,62,19.02%
Jurupa Hills High,36677100120758,Fontana Unified,282,437,436,424,61,21.63%
Fontana A. B. Miller High,36677103630555,Fontana Unified,185,448,447,432,42,22.7%
Henry J. Kaiser High,36677103630902,Fontana Unified,236,425,427,417,28,11.86%
Fontana High,36677103633302,Fontana Unified,221,435,448,429,47,21.27%
Academy of Careers and Exploration,36677360116723,Helendale Elementary,17,454,495,462,7,41.18%
Empire Springs Charter,36677360128439,Helendale Elementary,0,null,null,null,null,null%
Independence Charter Academy,36677360130948,Helendale Elementary,0,null,null,null,null,null%
Alta Vista South Public Charter,36677360131151,Helendale Elementary,0,null,null,null,null,null%
Hope Academy Charter,36677770124214,Morongo Unified,1,null,null,null,null,null%
Twentynine Palms High,36677773636743,Morongo Unified,72,486,503,478,31,43.06%
Yucca Valley High,36677773638616,Morongo Unified,79,493,497,494,40,50.63%
Needles High,36678013634169,Needles Unified,16,446,453,409,5,31.25%
Mojave River Academy,36678270111807,Oro Grande Elementary,8,null,null,null,null,null%
Riverside Preparatory,36678270113928,Oro Grande Elementary,99,460,452,447,28,28.28%
Citrus Valley High,36678430118802,Redlands Unified,293,488,492,473,135,46.08%
Redlands eAcademy,36678430127837,Redlands Unified,5,null,null,null,null,null%
Redlands East Valley High,36678433630779,Redlands Unified,256,506,511,498,134,52.34%
Grove,36678433630928,Redlands Unified,28,552,506,535,17,60.71%
Redlands Senior High,36678433635042,Redlands Unified,262,523,538,515,150,57.25%
Wilmer Amina Carter High,36678500102830,Rialto Unified,265,429,436,436,48,18.11%
Zupanic High,36678503630530,Rialto Unified,1,null,null,null,null,null%
Rialto High,36678503630597,Rialto Unified,296,428,437,421,54,18.24%
Eisenhower Senior High,36678503633005,Rialto Unified,210,433,456,427,42,20%
Rim of the World Senior High,36678683635265,Rim of the World Unified,118,506,496,484,57,48.31%
ASA Charter,36678760107730,San Bernardino City Unified,1,null,null,null,null,null%
Public Safety Academy,36678760109850,San Bernardino City Unified,9,null,null,null,null,null%
Options for Youth-San Bernardino,36678760120568,San Bernardino City Unified,23,456,436,457,3,13.04%
Indian Springs High,36678760125450,San Bernardino City Unified,116,404,404,400,11,9.48%
San Andreas High,36678763630308,San Bernardino City Unified,1,null,null,null,null,null%
Alternative Learning Center,36678763630548,San Bernardino City Unified,0,null,null,null,null,null%
Provisional Accelerated Learning Academy,36678763630993,San Bernardino City Unified,0,null,null,null,null,null%
Arroyo Valley High,36678763631082,San Bernardino City Unified,243,415,423,406,39,16.05%
Middle College High,36678763631090,San Bernardino City Unified,60,466,477,469,17,28.33%
Cajon High,36678763632221,San Bernardino City Unified,330,465,467,456,107,32.42%
Pacific High,36678763634680,San Bernardino City Unified,156,415,426,403,20,12.82%
San Bernardino High,36678763635844,San Bernardino City Unified,159,424,426,415,25,15.72%
San Gorgonio High,36678763636081,San Bernardino City Unified,167,426,434,424,37,22.16%
Trona High,36678923636487,Trona Joint Unified,4,null,null,null,null,null%
University Preparatory,36679340110064,Victor Valley Union High,164,500,507,500,83,50.61%
Adelanto High,36679340125419,Victor Valley Union High,111,423,418,421,15,13.51%
Goodwill High,36679343630100,Victor Valley Union High,1,null,null,null,null,null%
Options for Youth-Victorville Charter,36679343630670,Victor Valley Union High,69,436,409,419,8,11.59%
Excelsior Charter,36679343630761,Victor Valley Union High,74,511,475,473,31,41.89%
Silverado High,36679343630787,Victor Valley Union High,204,431,431,422,36,17.65%
Victor Valley High,36679343638012,Victor Valley Union High,130,430,442,428,22,16.92%
Green Valley High,36679593633351,Yucaipa-Calimesa Joint Unified,1,null,null,null,null,null%
Yucaipa High,36679593638509,Yucaipa-Calimesa Joint Unified,267,482,489,481,110,41.2%
Baker High,36738583630076,Baker Valley Unified,6,null,null,null,null,null%
Silver Valley High,36738903630274,Silver Valley Unified,32,507,497,486,15,46.88%
Silver Valley Academy,36738903631199,Silver Valley Unified,1,null,null,null,null,null%
Serrano High,36739573630233,Snowline Joint Unified,179,503,508,493,92,51.4%
Snowline Virtual,36739573630589,Snowline Joint Unified,2,null,null,null,null,null%
Summit Leadership Academy-High Desert,36750440107516,Hesperia Unified,17,394,388,370,0,0%
Mirus Secondary,36750440114389,Hesperia Unified,1,null,null,null,null,null%
Encore Jr./Sr. High School for the Performing and,36750440116707,Hesperia Unified,40,491,464,486,18,45%
Oak Hills High,36750440119115,Hesperia Unified,227,456,461,450,69,30.4%
Hesperia High,36750443630407,Hesperia Unified,143,440,432,434,29,20.28%
Sultana High,36750443630746,Hesperia Unified,184,459,461,448,50,27.17%
Shadow Ridge,36750443630811,Hesperia Unified,3,null,null,null,null,null%
Sky Mountain Charter,36750510115089,Lucerne Valley Unified,7,null,null,null,null,null%
Lucerne Valley High,36750513630563,Lucerne Valley Unified,13,400,395,397,0,0%
Upland High,36750693637584,Upland Unified,415,495,505,490,187,45.06%
Apple Valley High,36750773630423,Apple Valley Unified,169,481,473,471,65,38.46%
Granite Hills High,36750773630894,Apple Valley Unified,133,488,468,479,59,44.36%
High Desert Premier Academy,36750773631009,Apple Valley Unified,0,null,null,null,null,null%
Academy for Academic Excellence,36750773631207,Apple Valley Unified,57,524,494,505,31,54.39%
San Pasqual Academy,37103710115998,San Diego County Office of Education,12,395,373,363,1,8.33%
Monarch,37103710120493,San Diego County Office of Education,9,null,null,null,null,null%
Literacy First Charter,37103716119119,San Diego County Office of Education,0,null,null,null,null,null%
Juan Bautista de Anza,37679830117887,Borrego Springs Unified,0,null,null,null,null,null%
Diego Springs Academy,37679830131144,Borrego Springs Unified,0,null,null,null,null,null%
Borrego Springs High,37679833730447,Borrego Springs Unified,16,459,445,434,3,18.75%
Coronado Pathways Charter,37680310126110,Coronado Unified,2,null,null,null,null,null%
Coronado High,37680313731478,Coronado Unified,245,543,549,532,168,68.57%
Diego Hills Charter,37680490119990,Dehesa Elementary,7,null,null,null,null,null%
Dehesa Charter,37680496119564,Dehesa Elementary,17,588,496,529,11,64.71%
Classical Academy High,37681060111195,Escondido Union High,112,568,557,548,84,75%
San Pasqual High,37681063730058,Escondido Union High,244,530,540,522,165,67.62%
Escondido Charter High,37681063731023,Escondido Union High,105,533,536,513,67,63.81%
Escondido High,37681063732062,Escondido Union High,219,484,480,465,94,42.92%
Orange Glen High,37681063735313,Escondido Union High,200,445,445,435,40,20%
Oasis High (Alternative),37681223730967,Fallbrook Union High,7,null,null,null,null,null%
Fallbrook High,37681223732179,Fallbrook Union High,228,489,498,474,91,39.91%
Valhalla High,37681303730066,Grossmont Union High,220,528,540,516,144,65.45%
West Hills High,37681303730702,Grossmont Union High,207,508,529,494,113,54.59%
Steele Canyon High,37681303731262,Grossmont Union High,284,502,504,492,135,47.54%
Grossmont Middle College High,37681303731536,Grossmont Union High,40,552,534,525,26,65%
El Cajon Valley High,37681303731692,Grossmont Union High,107,443,456,455,37,34.58%
El Capitan High,37681303731809,Grossmont Union High,122,475,484,463,42,34.43%
Granite Hills High,37681303732336,Grossmont Union High,258,500,519,490,134,51.94%
Grossmont High,37681303732625,Grossmont Union High,227,507,507,490,102,44.93%
Helix High,37681303732732,Grossmont Union High,337,475,491,464,125,37.09%
Monte Vista High,37681303734548,Grossmont Union High,148,459,473,443,40,27.03%
Mount Miguel High,37681303734761,Grossmont Union High,115,420,446,414,15,13.04%
Santana High,37681303737905,Grossmont Union High,147,509,527,501,81,55.1%
Greater San Diego Academy,37681556117303,Jamul-Dulzura Union Elementary,4,null,null,null,null,null%
Diego Valley Charter,37681630124271,Julian Union Elementary,1,null,null,null,null,null%
Julian Charter,37681633731239,Julian Union Elementary,56,534,509,517,33,58.93%
Julian High,37681713733219,Julian Union High,8,null,null,null,null,null%
National University Academy,37681890118323,Lakeside Union Elementary,0,null,null,null,null,null%
River Valley Charter,37681893731072,Lakeside Union Elementary,37,556,546,555,29,78.38%
San Diego Virtual,37682130123224,Mountain Empire Unified,5,null,null,null,null,null%
Pivot Charter School - San Diego,37682130123240,Mountain Empire Unified,4,null,null,null,null,null%
Academy of Arts and Sciences: El Cajon Middle and,37682130127050,Mountain Empire Unified,0,null,null,null,null,null%
Academy of Arts and Sciences: Del Mar Middle & Hig,37682130127084,Mountain Empire Unified,0,null,null,null,null,null%
Mountain Empire High,37682133734878,Mountain Empire Unified,32,468,470,466,15,46.88%
Del Norte High,37682960118935,Poway Unified,350,566,594,565,264,75.43%
Mt. Carmel High,37682963730074,Poway Unified,345,551,568,536,243,70.43%
Rancho Bernardo High,37682963730819,Poway Unified,356,563,593,559,268,75.28%
Westview High,37682963731528,Poway Unified,438,583,608,581,343,78.31%
Abraxas Continuation High,37682963735842,Poway Unified,1,null,null,null,null,null%
Poway High,37682963735867,Poway Unified,333,557,571,552,248,74.47%
Future Bound Independent Study Secondary,37683040102178,Ramona City Unified,0,null,null,null,null,null%
Mountain Valley Academy,37683040131250,Ramona City Unified,0,null,null,null,null,null%
Ramona High,37683043735974,Ramona City Unified,163,516,530,501,100,61.35%
High Tech High International,37683380106732,San Diego Unified,94,488,499,477,43,45.74%
Learning Choice Academy,37683380106799,San Diego Unified,9,null,null,null,null,null%
San Diego International Studies,37683380107029,San Diego Unified,148,531,529,523,87,58.78%
San Diego Business/Leadership,37683380107052,San Diego Unified,103,406,410,402,11,10.68%
San Diego MVP Arts,37683380107060,San Diego Unified,34,401,393,405,4,11.76%
Kearny Digital Media & Design,37683380107078,San Diego Unified,45,490,452,482,16,35.56%
Kearny SCT,37683380107086,San Diego Unified,54,464,493,452,20,37.04%
Kearny International Business,37683380107094,San Diego Unified,54,455,471,450,15,27.78%
"Kearny Eng, Innov & Design",37683380107102,San Diego Unified,34,436,438,426,5,14.71%
Crawford High,37683380107177,San Diego Unified,105,380,411,380,11,10.48%
San Diego Science and Technology,37683380107219,San Diego Unified,56,432,428,423,10,17.86%
San Diego Metro Career and Tech,37683380107482,San Diego Unified,15,480,462,489,8,53.33%
High Tech High Media Arts,37683380108787,San Diego Unified,88,485,480,457,35,39.77%
Lincoln High,37683380114025,San Diego Unified,170,386,411,389,10,5.88%
Health Sciences High,37683380114462,San Diego Unified,105,447,437,422,21,20%
Arroyo Paseo Charter High,37683380114520,San Diego Unified,10,null,null,null,null,null%
San Diego Early/Middle College,37683380118315,San Diego Unified,22,529,517,483,11,50%
King-Chavez Community High,37683380118851,San Diego Unified,90,375,382,369,2,2.22%
Gompers Preparatory Academy,37683380119610,San Diego Unified,96,367,357,363,4,4.17%
iHigh Virtual Academy,37683380120410,San Diego Unified,9,null,null,null,null,null%
Coleman Tech Charter High,37683380122788,San Diego Unified,20,503,492,453,9,45%
Home & Hosp/Transition Support,37683380126938,San Diego Unified,0,null,null,null,null,null%
Laurel Preparatory Academy,37683380128744,San Diego Unified,2,null,null,null,null,null%
John Muir,37683383730116,San Diego Unified,7,null,null,null,null,null%
Serra High,37683383730173,San Diego Unified,312,457,480,452,114,36.54%
Mira Mesa High,37683383730181,San Diego Unified,370,499,525,480,184,49.73%
Twain High,37683383730231,San Diego Unified,1,null,null,null,null,null%
University City High,37683383730314,San Diego Unified,337,516,525,501,179,53.12%
San Diego SCPA,37683383730371,San Diego Unified,128,494,474,484,51,39.84%
Mt. Everest Academy,37683383730751,San Diego Unified,15,533,531,521,9,60%
Scripps Ranch High,37683383730884,San Diego Unified,431,565,594,564,327,75.87%
Charter School of San Diego,37683383730959,San Diego Unified,30,498,443,479,13,43.33%
Preuss School UCSD,37683383731189,San Diego Unified,107,512,539,520,68,63.55%
Clairemont High,37683383731213,San Diego Unified,107,486,485,473,48,44.86%
High Tech High,37683383731247,San Diego Unified,122,505,503,477,55,45.08%
Audeo Charter,37683383731395,San Diego Unified,12,499,451,483,4,33.33%
Henry High,37683383732781,San Diego Unified,356,520,533,495,204,57.3%
Hoover High,37683383732997,San Diego Unified,215,408,427,411,27,12.56%
La Jolla High,37683383733508,San Diego Unified,256,567,591,554,191,74.61%
Madison High,37683383733698,San Diego Unified,146,450,455,443,42,28.77%
Mission Bay High,37683383734431,San Diego Unified,128,437,446,430,28,21.88%
Morse High,37683383734654,San Diego Unified,188,456,487,455,70,37.23%
Point Loma High,37683383735750,San Diego Unified,311,523,521,506,175,56.27%
Canyon Crest Academy,37683460106328,San Dieguito Union High,328,611,626,611,299,91.16%
Torrey Pines High,37683463730033,San Dieguito Union High,492,612,639,617,432,87.8%
North Coast Alternative High,37683463730769,San Dieguito Union High,1,null,null,null,null,null%
La Costa Canyon High,37683463731007,San Dieguito Union High,357,542,574,542,264,73.95%
Sunset High (Continuation),37683463737384,San Dieguito Union High,4,null,null,null,null,null%
San Dieguito High Academy,37683463737418,San Dieguito Union High,240,562,580,553,179,74.58%
Insight @ San Diego,37684030125401,Spencer Valley Elementary,5,null,null,null,null,null%
California Virtual Academy @ San Diego,37684036120893,Spencer Valley Elementary,29,562,538,517,22,75.86%
Olympian High,37684110111831,Sweetwater Union High,290,495,500,476,130,44.83%
Southwest Senior High,37684113730124,Sweetwater Union High,131,441,447,437,26,19.85%
Bonita Vista Senior High,37684113730405,Sweetwater Union High,318,503,512,484,150,47.17%
Castle Park Senior High,37684113730801,Sweetwater Union High,140,449,449,426,33,23.57%
Eastlake High,37684113730843,Sweetwater Union High,487,507,520,498,261,53.59%
Chula Vista Senior High,37684113731064,Sweetwater Union High,271,460,461,441,74,27.31%
Options Secondary,37684113731155,Sweetwater Union High,2,null,null,null,null,null%
MAAC Community Charter,37684113731304,Sweetwater Union High,0,null,null,null,null,null%
Alta Vista Academy,37684113731460,Sweetwater Union High,1,null,null,null,null,null%
San Ysidro High,37684113731502,Sweetwater Union High,229,444,462,431,57,24.89%
Otay Ranch Senior High,37684113731627,Sweetwater Union High,404,493,498,474,172,42.57%
Hilltop Senior High,37684113732849,Sweetwater Union High,234,481,472,458,74,31.62%
Mar Vista Senior High,37684113733953,Sweetwater Union High,121,479,481,462,47,38.84%
Sweetwater High,37684113738226,Sweetwater Union High,285,437,459,437,66,23.16%
Montgomery Senior High,37684113738234,Sweetwater Union High,157,451,450,438,37,23.57%
RAI Online Charter,37684370101220,Vallecitos Elementary,5,null,null,null,null,null%
Taylion San Diego Academy,37684370128470,Vallecitos Elementary,1,null,null,null,null,null%
SIATech,37684520106120,Vista Unified,0,null,null,null,null,null%
North County Trade Tech High,37684520114264,Vista Unified,0,null,null,null,null,null%
Mission Vista High,37684520118430,Vista Unified,234,516,507,501,123,52.56%
Guajome Learning Center,37684520124917,Vista Unified,1,null,null,null,null,null%
Vista Visions Academy,37684520126300,Vista Unified,0,null,null,null,null,null%
Rancho Buena Vista High,37684523730728,Vista Unified,255,501,518,495,138,54.12%
Guajome Park Academy Charter,37684523730942,Vista Unified,49,541,523,531,25,51.02%
Vista High,37684523738705,Vista Unified,241,493,496,475,102,42.32%
Carlsbad High,37735513730694,Carlsbad Unified,414,555,564,538,298,71.98%
Carlsbad Seaside Academy,37735513731163,Carlsbad Unified,0,null,null,null,null,null%
Pacific View Charter,37735693731221,Oceanside Unified,5,null,null,null,null,null%
Oceanside High,37735693735206,Oceanside Unified,159,472,505,454,64,40.25%
El Camino High,37735693739018,Oceanside Unified,345,500,511,486,173,50.14%
Ocean Shores High (Continuation),37735693739026,Oceanside Unified,1,null,null,null,null,null%
Mission Hills High,37737910105726,San Marcos Unified,345,508,497,495,167,48.41%
Bayshore Preparatory Charter,37737910109785,San Marcos Unified,5,null,null,null,null,null%
Twin Oaks High,37737913730215,San Marcos Unified,1,null,null,null,null,null%
Foothills High,37737913730793,San Marcos Unified,3,null,null,null,null,null%
San Marcos High,37737913737632,San Marcos Unified,357,523,525,508,208,58.26%
Warner Junior/Senior High,37754163730975,Warner Unified,6,null,null,null,null,null%
Valley Center High,37756143731114,Valley Center-Pauma Unified,128,489,499,474,54,42.19%
Valley Center Prep,37756143731601,Valley Center-Pauma Unified,3,null,null,null,null,null%
High Tech High Chula Vista,37764710114678,SBC - High Tech High,136,478,469,471,46,33.82%
High Tech High North County,37764710114694,SBC - High Tech High,112,516,503,511,56,50%
S.F. County Opportunity (Hilltop),38103893830395,San Francisco County Office of Education,0,null,null,null,null,null%
Five Keys Charter (SF Sheriff's),38684780101774,San Francisco Unified,0,null,null,null,null,null%
Jordan (June) School for Equity,38684780102103,San Francisco Unified,4,null,null,null,null,null%
City Arts and Tech High,38684780107300,San Francisco Unified,85,410,413,395,11,12.94%
Five Keys Adult School (SF Sheriff's),38684780118133,San Francisco Unified,0,null,null,null,null,null%
Five Keys Independence HS (SF Sheriff's),38684780118141,San Francisco Unified,0,null,null,null,null,null%
S.F. International High,38684780119875,San Francisco Unified,66,321,450,318,3,4.55%
Academy of Arts and Sciences,38684780119958,San Francisco Unified,44,447,413,456,9,20.45%
Gateway to College,38684780128876,San Francisco Unified,0,null,null,null,null,null%
Wells (Ida B.) High,38684783830031,San Francisco Unified,1,null,null,null,null,null%
Downtown High,38684783830064,San Francisco Unified,1,null,null,null,null,null%
Independence High,38684783830197,San Francisco Unified,16,546,459,504,6,37.5%
Wallenberg (Raoul) Traditional High,38684783830205,San Francisco Unified,113,468,514,456,47,41.59%
Burton (Phillip and Sala) Academic High,38684783830254,San Francisco Unified,170,443,480,431,56,32.94%
Balboa High,38684783830288,San Francisco Unified,184,467,504,467,79,42.93%
International Studies Academy,38684783830353,San Francisco Unified,25,430,423,409,5,20%
"Asawa (Ruth) San Francisco School of the Arts, A P",38684783830387,San Francisco Unified,107,577,541,553,77,71.96%
Marshall (Thurgood) High,38684783830403,San Francisco Unified,76,364,445,364,10,13.16%
Leadership High,38684783830411,San Francisco Unified,57,399,390,408,8,14.04%
Gateway High,38684783830437,San Francisco Unified,93,495,491,483,43,46.24%
Galileo High,38684783831765,San Francisco Unified,356,445,510,444,128,35.96%
Lincoln (Abraham) High,38684783833241,San Francisco Unified,331,468,529,461,151,45.62%
Lowell High,38684783833407,San Francisco Unified,645,595,636,594,561,86.98%
Mission High,38684783834082,San Francisco Unified,169,400,464,399,40,23.67%
O'Connell (John) High,38684783834769,San Francisco Unified,48,412,418,409,6,12.5%
Washington (George) High,38684783839081,San Francisco Unified,365,464,529,462,172,47.12%
San Francisco Flex Academy,38767030121814,SBE - San Francisco Flex Academy,15,501,509,502,8,53.33%
one.Charter,39103970120717,San Joaquin County Office of Education,0,null,null,null,null,null%
San Joaquin Building Futures Academy,39103970121723,San Joaquin County Office of Education,0,null,null,null,null,null%
Venture Academy,39103973930476,San Joaquin County Office of Education,47,491,456,458,13,27.66%
Escalon High,39685023932308,Escalon Unified,81,493,498,486,40,49.38%
Lincoln High,39685693933801,Lincoln Unified,251,499,529,498,135,53.78%
Linden High,39685773933959,Linden Unified,69,498,483,487,29,42.03%
Aspire Benjamin Holt College Preparatory Academy,39685850101956,Lodi Unified,71,500,502,503,32,45.07%
Ronald E. McNair High,39685850108225,Lodi Unified,156,440,451,436,37,23.72%
Rio Valley Charter,39685850122580,Lodi Unified,2,null,null,null,null,null%
Bear Creek High,39685853930237,Lodi Unified,187,478,510,467,81,43.32%
Independence,39685853930344,Lodi Unified,1,null,null,null,null,null%
Middle College High,39685853930443,Lodi Unified,53,569,572,565,46,86.79%
Tokay High,39685853934759,Lodi Unified,150,493,502,485,60,40%
Lodi High,39685853934783,Lodi Unified,181,498,520,501,92,50.83%
Weston Ranch High,39685930101576,Manteca Unified,96,458,461,454,26,27.08%
New Vision High,39685930112565,Manteca Unified,1,null,null,null,null,null%
Lathrop High,39685930116376,Manteca Unified,143,442,432,432,22,15.38%
Manteca Unified Vocational Academy,39685930126094,Manteca Unified,0,null,null,null,null,null%
Sierra High,39685933930310,Manteca Unified,140,483,478,463,55,39.29%
East Union High,39685933932001,Manteca Unified,139,482,485,474,56,40.29%
Manteca High,39685933935103,Manteca Unified,129,481,484,467,49,37.98%
"Humphreys College Academy of Business, Law and Edu",39686270126755,New Jerusalem Elementary,23,420,449,424,4,17.39%
California Virtual Academy @ San Joaquin,39686270127191,New Jerusalem Elementary,0,null,null,null,null,null%
Renew Virtual Academy K12 #1,39686270129361,New Jerusalem Elementary,0,null,null,null,null,null%
Academy of Arts and Sciences: San Joaquin,39686270129890,New Jerusalem Elementary,0,null,null,null,null,null%
Valley View Charter Prep,39686270129916,New Jerusalem Elementary,0,null,null,null,null,null%
Delta Charter Online,39686270130864,New Jerusalem Elementary,0,null,null,null,null,null%
Delta Charter,39686276119309,New Jerusalem Elementary,17,474,439,468,7,41.18%
